secID,ticker,secShortName,cnSpell,exchangeCD,assetClass,listStatusCD,listDate,transCurrCD,ISIN,partyID
000001.XSHE,000001,平安银行,PAYH,XSHE,E,L,1991-04-03,CNY,CNE000000040,2.0
000002.XSHE,000002,万科A,WKA,XSHE,E,L,1991-01-29,CNY,CNE0000000T2,3.0
000004.XSHE,000004,国农科技,GNKJ,XSHE,E,L,1991-01-14,CNY,CNE0000000Y2,5.0
000005.XSHE,000005,世纪星源,SJXY,XSHE,E,L,1990-12-10,CNY,CNE0000001L7,6.0
000006.XSHE,000006,深振业A,SZYA,XSHE,E,L,1992-04-27,CNY,CNE000000164,7.0
000007.XSHE,000007,零七股份,LQGF,XSHE,E,L,1992-04-13,CNY,CNE0000000P0,8.0
000008.XSHE,000008,神州高铁,SZGT,XSHE,E,L,1992-05-07,CNY,CNE0000001C6,9.0
000009.XSHE,000009,中国宝安,ZGBA,XSHE,E,L,1991-06-25,CNY,CNE000000222,10.0
000010.XSHE,000010,深华新,SHX,XSHE,E,L,1995-10-27,CNY,CNE000000156,11.0
000011.XSHE,000011,深物业A,SWYA,XSHE,E,L,1992-03-30,CNY,CNE000000248,12.0
000012.XSHE,000012,南玻A,NBA,XSHE,E,L,1992-02-28,CNY,CNE0000002R2,13.0
000014.XSHE,000014,沙河股份,SHGF,XSHE,E,L,1992-06-02,CNY,CNE0000003G3,15.0
000016.XSHE,000016,深康佳A,SKJA,XSHE,E,L,1992-03-27,CNY,CNE0000002T8,17.0
000017.XSHE,000017,深中华A,SZHA,XSHE,E,L,1992-03-31,CNY,CNE0000002Q4,18.0
000018.XSHE,000018,中冠A,ZGA,XSHE,E,L,1992-06-16,CNY,CNE0000002S0,19.0
000019.XSHE,000019,深深宝A,SSBA,XSHE,E,L,1992-10-12,CNY,CNE000000354,20.0
000020.XSHE,000020,深华发A,SHFA,XSHE,E,L,1992-04-28,CNY,CNE0000002V4,21.0
000021.XSHE,000021,深科技,CCKF,XSHE,E,L,1994-02-02,CNY,CNE000000FK4,22.0
000022.XSHE,000022,深赤湾A,SCWA,XSHE,E,L,1993-05-05,CNY,CNE000000818,23.0
000023.XSHE,000023,深天地A,STDA,XSHE,E,L,1993-04-29,CNY,CNE000000834,24.0
000024.XSHE,000024,招商地产,ZSDC,XSHE,E,L,1993-06-07,CNY,CNE0000008B3,25.0
000025.XSHE,000025,特力A,TLA,XSHE,E,L,1993-06-21,CNY,CNE0000008N8,26.0
000026.XSHE,000026,飞亚达A,FYDA,XSHE,E,L,1993-06-03,CNY,CNE000000875,27.0
000027.XSHE,000027,深圳能源,SZNY,XSHE,E,L,1993-09-03,CNY,CNE000000933,28.0
000028.XSHE,000028,国药一致,GYYZ,XSHE,E,L,1993-08-09,CNY,CNE0000009N6,29.0
000029.XSHE,000029,深深房A,SSFA,XSHE,E,L,1993-09-15,CNY,CNE0000009X5,30.0
000030.XSHE,000030,富奥股份,FAGF,XSHE,E,L,1993-09-29,CNY,CNE0000009Z0,31.0
000031.XSHE,000031,中粮地产,ZLDC,XSHE,E,L,1993-10-08,CNY,CNE000000BJ5,32.0
000032.XSHE,000032,深桑达A,SSDA,XSHE,E,L,1993-10-28,CNY,CNE000000BK3,33.0
000034.XSHE,000034,深信泰丰,SXTF,XSHE,E,L,1994-05-09,CNY,CNE000000DQ6,35.0
000035.XSHE,000035,中国天楹,ZGTY,XSHE,E,L,1994-04-08,CNY,CNE000000FN8,36.0
000036.XSHE,000036,华联控股,HLKG,XSHE,E,L,1994-06-17,CNY,CNE000000G13,37.0
000037.XSHE,000037,深南电A,SNDA,XSHE,E,L,1994-07-01,CNY,CNE000000G62,38.0
000038.XSHE,000038,深大通,SDT,XSHE,E,L,1994-08-08,CNY,CNE000000FR9,39.0
000039.XSHE,000039,中集集团,ZJJT,XSHE,E,L,1994-04-08,CNY,CNE000000644,40.0
000040.XSHE,000040,宝安地产,BADC,XSHE,E,L,1994-08-08,CNY,CNE0000000D6,41.0
000042.XSHE,000042,中洲控股,ZZKG,XSHE,E,L,1994-09-21,CNY,CNE000000H53,42.0
000043.XSHE,000043,中航地产,ZHDC,XSHE,E,L,1994-09-28,CNY,CNE000000H95,43.0
000045.XSHE,000045,深纺织A,SFZA,XSHE,E,L,1994-08-15,CNY,CNE000000H61,44.0
000046.XSHE,000046,泛海控股,FHKG,XSHE,E,L,1994-09-12,CNY,CNE000000123,45.0
000048.XSHE,000048,康达尔,KDE,XSHE,E,L,1994-11-01,CNY,CNE000000HD5,47.0
000049.XSHE,000049,德赛电池,DSDC,XSHE,E,L,1995-03-20,CNY,CNE0000000F1,48.0
000050.XSHE,000050,深天马A,STMA,XSHE,E,L,1995-03-15,CNY,CNE000000HT1,49.0
000055.XSHE,000055,方大集团,FDJT,XSHE,E,L,1996-04-15,CNY,CNE000000JY7,50.0
000056.XSHE,000056,皇庭国际,HTGJ,XSHE,E,L,1996-07-08,CNY,CNE000000297,51.0
000058.XSHE,000058,深赛格,SSG,XSHE,E,L,1996-12-26,CNY,CNE000000NR3,52.0
000059.XSHE,000059,*ST华锦,*STHJ,XSHE,E,L,1997-01-30,CNY,CNE000000NY9,53.0
000060.XSHE,000060,中金岭南,ZJLN,XSHE,E,L,1997-01-23,CNY,CNE000000FS7,54.0
000061.XSHE,000061,农产品,NCP,XSHE,E,L,1997-01-10,CNY,CNE0000008V1,55.0
000062.XSHE,000062,深圳华强,SZHQ,XSHE,E,L,1997-01-30,CNY,CNE0000008R9,56.0
000063.XSHE,000063,中兴通讯,ZXTX,XSHE,E,L,1997-11-18,CNY,CNE000000TK5,57.0
000065.XSHE,000065,北方国际,BFGJ,XSHE,E,L,1998-06-05,CNY,CNE000000VZ9,58.0
000066.XSHE,000066,长城电脑,CCDN,XSHE,E,L,1997-06-26,CNY,CNE000000RL7,59.0
000068.XSHE,000068,*ST华赛,*STHS,XSHE,E,L,1997-06-11,CNY,CNE000000QV8,60.0
000069.XSHE,000069,华侨城A,HQCA,XSHE,E,L,1997-09-10,CNY,CNE000000SS0,61.0
000070.XSHE,000070,特发信息,TFXX,XSHE,E,L,2000-05-11,CNY,CNE000001238,62.0
000078.XSHE,000078,海王生物,HWSW,XSHE,E,L,1998-12-18,CNY,CNE000000X95,63.0
000088.XSHE,000088,盐田港,YTG,XSHE,E,L,1997-07-28,CNY,CNE000000SF7,64.0
000089.XSHE,000089,深圳机场,SZJC,XSHE,E,L,1998-04-20,CNY,CNE000000VK1,65.0
000090.XSHE,000090,天健集团,TJJT,XSHE,E,L,1999-07-21,CNY,CNE000000F89,66.0
000096.XSHE,000096,广聚能源,GJNY,XSHE,E,L,2000-07-24,CNY,CNE000001410,67.0
000099.XSHE,000099,中信海直,ZXHZ,XSHE,E,L,2000-07-31,CNY,CNE0000013Q1,68.0
000100.XSHE,000100,TCL集团,TCLJT,XSHE,E,L,2004-01-30,CNY,CNE000001GL8,69.0
000150.XSHE,000150,宜华健康,YHJK,XSHE,E,L,2000-08-07,CNY,CNE0000014D7,70.0
000151.XSHE,000151,中成股份,ZCGF,XSHE,E,L,2000-09-06,CNY,CNE0000014J4,71.0
000153.XSHE,000153,丰原药业,FYYY,XSHE,E,L,2000-09-20,CNY,CNE0000014X5,72.0
000155.XSHE,000155,*ST川化,*STCH,XSHE,E,L,2000-09-26,CNY,CNE0000014Z0,73.0
000156.XSHE,000156,华数传媒,HSCM,XSHE,E,L,2000-09-06,CNY,CNE0000014L0,74.0
000157.XSHE,000157,中联重科,ZLZK,XSHE,E,L,2000-10-12,CNY,CNE000001527,75.0
000158.XSHE,000158,常山股份,CSGF,XSHE,E,L,2000-07-24,CNY,CNE0000013X7,76.0
000159.XSHE,000159,国际实业,GJSY,XSHE,E,L,2000-09-26,CNY,CNE0000014R7,77.0
000301.XSHE,000301,东方市场,DFSC,XSHE,E,L,2000-05-29,CNY,CNE0000012K6,80.0
000333.XSHE,000333,美的集团,MDJT,XSHE,E,L,2013-09-18,CNY,CNE100001QQ5,3522.0
000338.XSHE,000338,潍柴动力,WCDL,XSHE,E,L,2007-04-30,CNY,CNE1000000D4,2252.0
000400.XSHE,000400,许继电气,XJDQ,XSHE,E,L,1997-04-18,CNY,CNE0000007F6,81.0
000401.XSHE,000401,冀东水泥,JDSN,XSHE,E,L,1996-06-14,CNY,CNE000000GX5,82.0
000402.XSHE,000402,金融街,JRJ,XSHE,E,L,1996-06-26,CNY,CNE000000KT5,83.0
000403.XSHE,000403,ST生化,STSH,XSHE,E,L,1996-06-28,CNY,CNE000000F14,84.0
000404.XSHE,000404,华意压缩,HYYS,XSHE,E,L,1996-06-19,CNY,CNE000000KM0,85.0
000407.XSHE,000407,胜利股份,SLGF,XSHE,E,L,1996-07-03,CNY,CNE000000G88,88.0
000408.XSHE,000408,金谷源,JGY,XSHE,E,L,1996-06-28,CNY,CNE000000L08,89.0
000409.XSHE,000409,山东地矿,SDDK,XSHE,E,L,1996-06-27,CNY,CNE000000L40,90.0
000410.XSHE,000410,沈阳机床,SYJC,XSHE,E,L,1996-07-18,CNY,CNE0000008W9,91.0
000411.XSHE,000411,英特集团,YTJT,XSHE,E,L,1996-07-16,CNY,CNE0000008D9,92.0
000413.XSHE,000413,东旭光电,DXGD,XSHE,E,L,1996-09-25,CNY,CNE000000578,94.0
000415.XSHE,000415,渤海租赁,BHZL,XSHE,E,L,1996-07-16,CNY,CNE0000009B1,95.0
000416.XSHE,000416,民生控股,MSTZ,XSHE,E,L,1996-07-19,CNY,CNE0000009P1,96.0
000417.XSHE,000417,合肥百货,HFBH,XSHE,E,L,1996-08-12,CNY,CNE000000BV0,97.0
000418.XSHE,000418,小天鹅A,XTEA,XSHE,E,L,1997-03-28,CNY,CNE000000D32,98.0
000419.XSHE,000419,通程控股,TCKG,XSHE,E,L,1996-08-16,CNY,CNE000000LL0,99.0
000420.XSHE,000420,吉林化纤,JLHX,XSHE,E,L,1996-08-02,CNY,CNE0000008F4,100.0
000421.XSHE,000421,南京中北,NJZB,XSHE,E,L,1996-08-06,CNY,CNE0000003L3,101.0
000422.XSHE,000422,湖北宜化,HBYH,XSHE,E,L,1996-08-15,CNY,CNE0000009C9,102.0
000423.XSHE,000423,东阿阿胶,DEEJ,XSHE,E,L,1996-07-29,CNY,CNE0000006Y9,103.0
000425.XSHE,000425,徐工机械,XGJX,XSHE,E,L,1996-08-28,CNY,CNE000000FH0,104.0
000426.XSHE,000426,兴业矿业,XYKY,XSHE,E,L,1996-08-28,CNY,CNE000000D24,105.0
000428.XSHE,000428,华天酒店,HTJD,XSHE,E,L,1996-08-08,CNY,CNE000000LM8,106.0
000429.XSHE,000429,粤高速A,YGSA,XSHE,E,L,1998-02-20,CNY,CNE0000006Z6,107.0
000430.XSHE,000430,张家界,ZJJ,XSHE,E,L,1996-08-29,CNY,CNE000000F22,108.0
000488.XSHE,000488,晨鸣纸业,CMZY,XSHE,E,L,2000-11-20,CNY,CNE0000015H5,109.0
000498.XSHE,000498,山东路桥,SDLQ,XSHE,E,L,1997-06-09,CNY,CNE0000009D7,110.0
000501.XSHE,000501,鄂武商A,EWSA,XSHE,E,L,1992-11-20,CNY,CNE000000024,111.0
000502.XSHE,000502,绿景控股,LJKG,XSHE,E,L,1992-11-23,CNY,CNE000000214,112.0
000503.XSHE,000503,海虹控股,HHKG,XSHE,E,L,1992-11-30,CNY,CNE000000255,113.0
000504.XSHE,000504,南华生物,NHSW,XSHE,E,L,1992-12-08,CNY,CNE000000263,114.0
000505.XSHE,000505,珠江控股,ZJKG,XSHE,E,L,1992-12-21,CNY,CNE0000002X0,115.0
000506.XSHE,000506,中润资源,ZRZY,XSHE,E,L,1993-03-12,CNY,CNE0000004D8,116.0
000507.XSHE,000507,珠海港,ZHG,XSHE,E,L,1993-03-26,CNY,CNE000000149,117.0
000509.XSHE,000509,华塑控股,HSKG,XSHE,E,L,1993-05-07,CNY,CNE0000001G7,119.0
000510.XSHE,000510,*ST金路,*STJL,XSHE,E,L,1993-05-07,CNY,CNE000000172,120.0
000511.XSHE,000511,烯碳新材,XTXC,XSHE,E,L,1993-05-18,CNY,CNE000000115,121.0
000513.XSHE,000513,丽珠集团,LZJT,XSHE,E,L,1993-10-28,CNY,CNE0000002Y8,122.0
000514.XSHE,000514,渝开发,YKF,XSHE,E,L,1993-07-12,CNY,CNE0000004R8,123.0
000516.XSHE,000516,国际医学,KYTZ,XSHE,E,L,1993-08-09,CNY,CNE000000016,125.0
000517.XSHE,000517,荣安地产,RADC,XSHE,E,L,1993-08-06,CNY,CNE0000000R6,126.0
000518.XSHE,000518,四环生物,SHSW,XSHE,E,L,1993-09-08,CNY,CNE0000001P8,127.0
000519.XSHE,000519,江南红箭,JNHJ,XSHE,E,L,1993-10-08,CNY,CNE000000198,128.0
000520.XSHE,000520,长航凤凰,CHFH,XSHE,E,L,1993-10-25,CNY,CNE0000003M1,129.0
000521.XSHE,000521,美菱电器,MLDQ,XSHE,E,L,1993-10-18,CNY,CNE000000BT4,130.0
000523.XSHE,000523,广州浪奇,GZLQ,XSHE,E,L,1993-11-08,CNY,CNE0000005T1,132.0
000524.XSHE,000524,岭南控股,LNKG,XSHE,E,L,1993-11-18,CNY,CNE000000651,133.0
000525.XSHE,000525,红太阳,HTY,XSHE,E,L,1993-10-28,CNY,CNE0000002Z5,134.0
000526.XSHE,000526,银润投资,YRTZ,XSHE,E,L,1993-11-01,CNY,CNE0000005F0,135.0
000528.XSHE,000528,柳工,LG,XSHE,E,L,1993-11-18,CNY,CNE000000DB8,137.0
000529.XSHE,000529,广弘控股,GHKG,XSHE,E,L,1993-11-18,CNY,CNE0000002B6,138.0
000530.XSHE,000530,大冷股份,DLGF,XSHE,E,L,1993-12-08,CNY,CNE000000DK9,139.0
000531.XSHE,000531,穗恒运A,SHYA,XSHE,E,L,1994-01-06,CNY,CNE000000DS2,140.0
000532.XSHE,000532,力合股份,LHGF,XSHE,E,L,1994-01-03,CNY,CNE0000002C4,141.0
000533.XSHE,000533,万家乐,WJL,XSHE,E,L,1994-01-03,CNY,CNE0000003T6,142.0
000534.XSHE,000534,万泽股份,WZGF,XSHE,E,L,1994-01-10,CNY,CNE0000004T4,143.0
000536.XSHE,000536,华映科技,HYKJ,XSHE,E,L,1993-11-26,CNY,CNE0000002D2,145.0
000537.XSHE,000537,广宇发展,GYFZ,XSHE,E,L,1993-12-10,CNY,CNE000000271,146.0
000538.XSHE,000538,云南白药,YNBY,XSHE,E,L,1993-12-15,CNY,CNE0000008X7,147.0
000539.XSHE,000539,粤电力A,YDLA,XSHE,E,L,1993-11-26,CNY,CNE0000006J0,148.0
000540.XSHE,000540,中天城投,ZTCT,XSHE,E,L,1994-02-02,CNY,CNE000000FL2,149.0
000541.XSHE,000541,佛山照明,FSZM,XSHE,E,L,1993-11-23,CNY,CNE000000DN3,150.0
000543.XSHE,000543,皖能电力,WNDL,XSHE,E,L,1993-12-20,CNY,CNE000000DF9,152.0
000544.XSHE,000544,中原环保,ZYHB,XSHE,E,L,1993-12-08,CNY,CNE000000F30,153.0
000545.XSHE,000545,金浦钛业,JPTY,XSHE,E,L,1993-12-15,CNY,CNE0000002F7,154.0
000546.XSHE,000546,金圆股份,GHKG,XSHE,E,L,1993-12-15,CNY,CNE0000004G1,155.0
000547.XSHE,000547,航天发展,HTFZ,XSHE,E,L,1993-11-30,CNY,CNE000000DM5,156.0
000548.XSHE,000548,湖南投资,HNTZ,XSHE,E,L,1993-12-20,CNY,CNE000000DT0,157.0
000550.XSHE,000550,江铃汽车,JLQC,XSHE,E,L,1993-12-01,CNY,CNE000000CV8,159.0
000551.XSHE,000551,创元科技,CYKJ,XSHE,E,L,1994-01-06,CNY,CNE000000FP3,160.0
000552.XSHE,000552,靖远煤电,JYMD,XSHE,E,L,1994-01-06,CNY,CNE000000D40,161.0
000553.XSHE,000553,沙隆达A,SLDA,XSHE,E,L,1993-12-03,CNY,CNE0000004V0,162.0
000554.XSHE,000554,泰山石油,TSSY,XSHE,E,L,1993-12-15,CNY,CNE000000669,163.0
000555.XSHE,000555,神州信息,SZXX,XSHE,E,L,1994-04-08,CNY,CNE000000FM0,164.0
000557.XSHE,000557,*ST广夏,*STGX,XSHE,E,L,1994-06-17,CNY,CNE000000FQ1,166.0
000558.XSHE,000558,莱茵体育,LYTY,XSHE,E,L,1994-05-09,CNY,CNE0000003V2,167.0
000559.XSHE,000559,万向钱潮,WXQC,XSHE,E,L,1994-01-10,CNY,CNE000000FB3,168.0
000560.XSHE,000560,昆百大A,KBDA,XSHE,E,L,1994-02-02,CNY,CNE000000636,169.0
000561.XSHE,000561,烽火电子,FHDZ,XSHE,E,L,1994-05-09,CNY,CNE0000005K0,170.0
000563.XSHE,000563,陕国投A,SGTA,XSHE,E,L,1994-01-10,CNY,CNE0000004F3,172.0
000564.XSHE,000564,西安民生,XAMS,XSHE,E,L,1994-01-10,CNY,CNE0000003W0,173.0
000565.XSHE,000565,渝三峡A,YSXA,XSHE,E,L,1994-04-08,CNY,CNE000000305,174.0
000566.XSHE,000566,海南海药,HNHY,XSHE,E,L,1994-05-25,CNY,CNE0000004W8,175.0
000567.XSHE,000567,海德股份,HDGF,XSHE,E,L,1994-05-25,CNY,CNE0000005V7,176.0
000568.XSHE,000568,泸州老窖,LZLJ,XSHE,E,L,1994-05-09,CNY,CNE000000GF2,177.0
000570.XSHE,000570,苏常柴A,SCCA,XSHE,E,L,1994-07-01,CNY,CNE000000GT3,179.0
000571.XSHE,000571,新大洲A,XDZA,XSHE,E,L,1994-05-25,CNY,CNE000000586,180.0
000572.XSHE,000572,海马汽车,HMQC,XSHE,E,L,1994-08-08,CNY,CNE0000006L6,181.0
000573.XSHE,000573,粤宏远A,YHYA,XSHE,E,L,1994-08-15,CNY,CNE0000003D0,182.0
000576.XSHE,000576,广东甘化,GDGH,XSHE,E,L,1994-09-07,CNY,CNE0000005H6,183.0
000581.XSHE,000581,威孚高科,WFGK,XSHE,E,L,1998-09-24,CNY,CNE0000002G5,185.0
000582.XSHE,000582,北部湾港,BBWG,XSHE,E,L,1995-11-02,CNY,CNE0000001M5,186.0
000584.XSHE,000584,友利控股,YLKG,XSHE,E,L,1995-11-28,CNY,CNE0000001Q6,188.0
000585.XSHE,000585,东北电气,DBDQ,XSHE,E,L,1995-12-13,CNY,CNE000000677,189.0
000586.XSHE,000586,汇源通信,HYTX,XSHE,E,L,1995-12-20,CNY,CNE0000000H7,190.0
000587.XSHE,000587,金叶珠宝,JYZB,XSHE,E,L,1996-04-25,CNY,CNE0000001K9,191.0
000589.XSHE,000589,黔轮胎A,QLTA,XSHE,E,L,1996-03-08,CNY,CNE000000JH2,193.0
000590.XSHE,000590,*ST古汉,*STGH,XSHE,E,L,1996-01-19,CNY,CNE000000701,194.0
000591.XSHE,000591,桐君阁,TJG,XSHE,E,L,1996-02-08,CNY,CNE0000000K1,195.0
000592.XSHE,000592,平潭发展,PTFZ,XSHE,E,L,1996-03-27,CNY,CNE0000009F2,196.0
000593.XSHE,000593,大通燃气,DTRQ,XSHE,E,L,1996-03-12,CNY,CNE000000032,197.0
000595.XSHE,000595,宝塔实业,BTSY,XSHE,E,L,1996-04-19,CNY,CNE000000K09,199.0
000596.XSHE,000596,古井贡酒,GJGJ,XSHE,E,L,1996-09-27,CNY,CNE000000MD5,200.0
000597.XSHE,000597,东北制药,DBZY,XSHE,E,L,1996-05-23,CNY,CNE0000009G0,201.0
000598.XSHE,000598,兴蓉环境,XRHJ,XSHE,E,L,1996-05-29,CNY,CNE000000HN4,202.0
000599.XSHE,000599,青岛双星,QDSX,XSHE,E,L,1996-04-30,CNY,CNE000000K17,203.0
000600.XSHE,000600,建投能源,JTNY,XSHE,E,L,1996-06-06,CNY,CNE000000FT5,204.0
000601.XSHE,000601,韶能股份,SNGF,XSHE,E,L,1996-08-30,CNY,CNE0000009H8,205.0
000603.XSHE,000603,盛达矿业,SDKY,XSHE,E,L,1996-08-23,CNY,CNE000000H04,207.0
000605.XSHE,000605,渤海股份,BHGF,XSHE,E,L,1996-09-13,CNY,CNE000000LX5,208.0
000606.XSHE,000606,青海明胶,QHMJ,XSHE,E,L,1996-10-04,CNY,CNE000000M98,209.0
000607.XSHE,000607,华媒控股,HMKG,XSHE,E,L,1996-08-30,CNY,CNE000000D65,210.0
000608.XSHE,000608,阳光股份,YGGF,XSHE,E,L,1996-09-19,CNY,CNE000000982,211.0
000609.XSHE,000609,绵世股份,MSGF,XSHE,E,L,1996-10-10,CNY,CNE0000007Z4,212.0
000610.XSHE,000610,西安旅游,XALY,XSHE,E,L,1996-09-26,CNY,CNE000000D73,213.0
000611.XSHE,000611,*ST蒙发,STMF,XSHE,E,L,1996-10-08,CNY,CNE000000768,214.0
000612.XSHE,000612,焦作万方,JZWF,XSHE,E,L,1996-09-26,CNY,CNE000000826,215.0
000613.XSHE,000613,大东海A,DDHA,XSHE,E,L,1997-01-28,CNY,CNE0000008G2,216.0
000615.XSHE,000615,湖北金环,HBJH,XSHE,E,L,1996-10-16,CNY,CNE0000007D1,217.0
000616.XSHE,000616,海航投资,HHTZ,XSHE,E,L,1996-11-08,CNY,CNE0000008H0,218.0
000617.XSHE,000617,石油济柴,SYJC,XSHE,E,L,1996-10-22,CNY,CNE000000MS3,219.0
000619.XSHE,000619,海螺型材,HLXC,XSHE,E,L,1996-10-23,CNY,CNE000000MR5,221.0
000620.XSHE,000620,新华联,XHL,XSHE,E,L,1996-10-29,CNY,CNE000000958,222.0
000622.XSHE,000622,恒立实业,HLSY,XSHE,E,L,1996-11-07,CNY,CNE0000007G4,224.0
000623.XSHE,000623,吉林敖东,JLAD,XSHE,E,L,1996-10-28,CNY,CNE000000719,225.0
000625.XSHE,000625,长安汽车,CAQC,XSHE,E,L,1997-06-10,CNY,CNE000000R36,226.0
000626.XSHE,000626,如意集团,RYJT,XSHE,E,L,1996-11-28,CNY,CNE000000H12,227.0
000627.XSHE,000627,天茂集团,TMJT,XSHE,E,L,1996-11-12,CNY,CNE000000F48,228.0
000628.XSHE,000628,高新发展,GXFZ,XSHE,E,L,1996-11-18,CNY,CNE0000005X3,229.0
000629.XSHE,000629,攀钢钒钛,PGFT,XSHE,E,L,1996-11-15,CNY,CNE0000007H2,230.0
000630.XSHE,000630,铜陵有色,TLYS,XSHE,E,L,1996-11-20,CNY,CNE000000529,231.0
000631.XSHE,000631,顺发恒业,SFHY,XSHE,E,L,1996-11-22,CNY,CNE000000990,232.0
000632.XSHE,000632,三木集团,SMJT,XSHE,E,L,1996-11-21,CNY,CNE000000685,233.0
000633.XSHE,000633,合金投资,HJTZ,XSHE,E,L,1996-11-12,CNY,CNE000000081,234.0
000635.XSHE,000635,英力特,YLT,XSHE,E,L,1996-11-20,CNY,CNE000000N71,235.0
000636.XSHE,000636,风华高科,FHGK,XSHE,E,L,1996-11-29,CNY,CNE000000GH8,236.0
000637.XSHE,000637,茂化实华,MHSH,XSHE,E,L,1996-11-14,CNY,CNE0000000M7,237.0
000638.XSHE,000638,万方发展,WFFZ,XSHE,E,L,1996-11-26,CNY,CNE0000008Y5,238.0
000639.XSHE,000639,西王食品,XWSP,XSHE,E,L,1996-11-26,CNY,CNE000000008,239.0
000650.XSHE,000650,仁和药业,RHYY,XSHE,E,L,1996-12-10,CNY,CNE000000NF8,240.0
000651.XSHE,000651,格力电器,GLDQ,XSHE,E,L,1996-11-18,CNY,CNE0000001D4,241.0
000652.XSHE,000652,泰达股份,TDGF,XSHE,E,L,1996-11-28,CNY,CNE0000005D5,242.0
000655.XSHE,000655,金岭矿业,JLKY,XSHE,E,L,1996-11-28,CNY,CNE000000131,244.0
000656.XSHE,000656,金科股份,JKGF,XSHE,E,L,1996-11-28,CNY,CNE000000073,245.0
000657.XSHE,000657,中钨高新,ZWGX,XSHE,E,L,1996-12-05,CNY,CNE0000006M4,246.0
000659.XSHE,000659,*ST中富,*STZF,XSHE,E,L,1996-12-03,CNY,CNE0000000C8,248.0
000661.XSHE,000661,长春高新,CCGX,XSHE,E,L,1996-12-18,CNY,CNE0000007J8,250.0
000662.XSHE,000662,索芙特,SFT,XSHE,E,L,1996-12-16,CNY,CNE0000006N2,251.0
000663.XSHE,000663,永安林业,YALY,XSHE,E,L,1996-12-06,CNY,CNE000000CS4,252.0
000665.XSHE,000665,湖北广电,HBGD,XSHE,E,L,1996-12-10,CNY,CNE0000000W6,253.0
000666.XSHE,000666,经纬纺机,JWFJ,XSHE,E,L,1996-12-10,CNY,CNE000000JN0,254.0
000667.XSHE,000667,美好集团,MHJT,XSHE,E,L,1996-12-05,CNY,CNE0000001B8,255.0
000668.XSHE,000668,荣丰控股,RFKG,XSHE,E,L,1996-12-10,CNY,CNE0000000Q8,256.0
000669.XSHE,000669,金鸿能源,JHNY,XSHE,E,L,1996-12-10,CNY,CNE000000693,257.0
000670.XSHE,000670,盈方微,YFW,XSHE,E,L,1996-12-17,CNY,CNE0000000V8,258.0
000671.XSHE,000671,阳光城,YGC,XSHE,E,L,1996-12-18,CNY,CNE000000206,259.0
000672.XSHE,000672,上峰水泥,SFSN,XSHE,E,L,1996-12-18,CNY,CNE0000004Q0,260.0
000673.XSHE,000673,当代东方,DDDF,XSHE,E,L,1997-01-24,CNY,CNE000000NT9,261.0
000676.XSHE,000676,智度投资,ZDTZ,XSHE,E,L,1996-12-24,CNY,CNE000000NN2,263.0
000677.XSHE,000677,*ST海龙,*STHL,XSHE,E,L,1996-12-26,CNY,CNE0000000J3,264.0
000678.XSHE,000678,襄阳轴承,XYZC,XSHE,E,L,1997-01-06,CNY,CNE0000008Z2,265.0
000679.XSHE,000679,大连友谊,DLYY,XSHE,E,L,1997-01-24,CNY,CNE0000008C1,266.0
000680.XSHE,000680,山推股份,STGF,XSHE,E,L,1997-01-22,CNY,CNE000000KZ2,267.0
000681.XSHE,000681,视觉中国,SJZG,XSHE,E,L,1997-01-21,CNY,CNE000000BW8,268.0
000682.XSHE,000682,东方电子,DFDZ,XSHE,E,L,1997-01-21,CNY,CNE0000006P7,269.0
000683.XSHE,000683,远兴能源,YXNY,XSHE,E,L,1997-01-31,CNY,CNE000000P20,270.0
000685.XSHE,000685,中山公用,ZSGY,XSHE,E,L,1997-01-23,CNY,CNE0000006B7,271.0
000686.XSHE,000686,东北证券,DBZQ,XSHE,E,L,1997-02-27,CNY,CNE0000004H9,272.0
000687.XSHE,000687,华讯方舟,HXFZ,XSHE,E,L,1997-02-21,CNY,CNE000000P38,273.0
000688.XSHE,000688,建新矿业,JXKY,XSHE,E,L,1997-01-20,CNY,CNE0000003F5,274.0
000690.XSHE,000690,宝新能源,BXNY,XSHE,E,L,1997-01-28,CNY,CNE000000P12,276.0
000691.XSHE,000691,亚太实业,YTSY,XSHE,E,L,1997-02-28,CNY,CNE000000628,277.0
000692.XSHE,000692,惠天热电,HTRD,XSHE,E,L,1997-02-27,CNY,CNE0000007K6,278.0
000693.XSHE,000693,华泽钴镍,HZGN,XSHE,E,L,1997-02-26,CNY,CNE0000001R4,279.0
000695.XSHE,000695,滨海能源,BHNY,XSHE,E,L,1997-02-18,CNY,CNE0000005C7,280.0
000697.XSHE,000697,炼石有色,LSYS,XSHE,E,L,1997-03-25,CNY,CNE000000800,282.0
000698.XSHE,000698,沈阳化工,SYHG,XSHE,E,L,1997-02-20,CNY,CNE0000002H3,283.0
000700.XSHE,000700,模塑科技,MSKJ,XSHE,E,L,1997-02-28,CNY,CNE0000000N5,285.0
000701.XSHE,000701,厦门信达,XMXD,XSHE,E,L,1997-02-26,CNY,CNE0000005Y1,286.0
000702.XSHE,000702,正虹科技,ZHKJ,XSHE,E,L,1997-03-18,CNY,CNE000000P95,287.0
000703.XSHE,000703,恒逸石化,HYSH,XSHE,E,L,1997-03-28,CNY,CNE0000001J1,288.0
