secID,ticker,secShortName,cnSpell,exchangeCD,assetClass,listStatusCD,listDate,transCurrCD,ISIN,partyID
600426.XSHG,600426,华鲁恒升,HLHS,XSHG,E,L,2002-06-20,CNY,CNE000001BM7,968.0
600428.XSHG,600428,中远航运,ZYHY,XSHG,E,L,2002-04-18,CNY,CNE000001B58,969.0
600429.XSHG,600429,三元股份,SYGF,XSHG,E,L,2003-09-15,CNY,CNE000001FX5,970.0
600432.XSHG,600432,吉恩镍业,JENY,XSHG,E,L,2003-09-05,CNY,CNE000001FV9,971.0
600433.XSHG,600433,冠豪高新,GHGX,XSHG,E,L,2003-06-19,CNY,CNE000001F47,972.0
600435.XSHG,600435,北方导航,BFDH,XSHG,E,L,2003-07-04,CNY,CNE000001F88,973.0
600436.XSHG,600436,片仔癀,PZH,XSHG,E,L,2003-06-16,CNY,CNE000001F21,974.0
600438.XSHG,600438,通威股份,TWGF,XSHG,E,L,2004-03-02,CNY,CNE000001GS3,975.0
600439.XSHG,600439,瑞贝卡,RBK,XSHG,E,L,2003-07-10,CNY,CNE000001F96,976.0
600444.XSHG,600444,*ST国通,*STGT,XSHG,E,L,2004-02-19,CNY,CNE000001GQ7,977.0
600446.XSHG,600446,金证股份,JZGF,XSHG,E,L,2003-12-24,CNY,CNE000001GF0,978.0
600448.XSHG,600448,华纺股份,HFGF,XSHG,E,L,2001-09-03,CNY,CNE0000018N7,979.0
600449.XSHG,600449,宁夏建材,NXJC,XSHG,E,L,2003-08-29,CNY,CNE000001FS5,980.0
600452.XSHG,600452,涪陵电力,FLDL,XSHG,E,L,2004-03-03,CNY,CNE000001GT1,981.0
600455.XSHG,600455,博通股份,BTGF,XSHG,E,L,2004-03-29,CNY,CNE000001H29,982.0
600456.XSHG,600456,宝钛股份,BTGF,XSHG,E,L,2002-04-12,CNY,CNE000001B41,983.0
600458.XSHG,600458,时代新材,SDXC,XSHG,E,L,2002-12-19,CNY,CNE000001D80,984.0
600459.XSHG,600459,贵研铂业,GYBY,XSHG,E,L,2003-05-16,CNY,CNE000001DY8,985.0
600460.XSHG,600460,士兰微,SLW,XSHG,E,L,2003-03-11,CNY,CNE000001DN1,986.0
600461.XSHG,600461,洪城水业,HCSY,XSHG,E,L,2004-06-01,CNY,CNE000001HW3,987.0
600462.XSHG,600462,石岘纸业,SXZY,XSHG,E,L,2003-09-03,CNY,CNE000001FT3,988.0
600463.XSHG,600463,空港股份,KGGF,XSHG,E,L,2004-03-18,CNY,CNE000001GZ8,989.0
600466.XSHG,600466,蓝光发展,LGFZ,XSHG,E,L,2001-02-12,CNY,CNE0000017B4,990.0
600467.XSHG,600467,好当家,HDJ,XSHG,E,L,2004-04-05,CNY,CNE000001H52,991.0
600468.XSHG,600468,百利电气,BLDQ,XSHG,E,L,2001-06-15,CNY,CNE000001832,992.0
600469.XSHG,600469,风神股份,FSGF,XSHG,E,L,2003-10-21,CNY,CNE000001G46,993.0
600470.XSHG,600470,六国化工,LGHG,XSHG,E,L,2004-03-05,CNY,CNE000001GV7,994.0
600475.XSHG,600475,华光股份,HGGF,XSHG,E,L,2003-07-21,CNY,CNE000001FD7,995.0
600476.XSHG,600476,湘邮科技,XYKJ,XSHG,E,L,2003-12-10,CNY,CNE000001GC7,996.0
600477.XSHG,600477,杭萧钢构,HXGG,XSHG,E,L,2003-11-10,CNY,CNE000001G79,997.0
600478.XSHG,600478,科力远,KLY,XSHG,E,L,2003-09-18,CNY,CNE000001FY3,998.0
600479.XSHG,600479,千金药业,QJYY,XSHG,E,L,2004-03-12,CNY,CNE000001GX3,999.0
600480.XSHG,600480,凌云股份,LYGF,XSHG,E,L,2003-08-15,CNY,CNE000001FN6,1000.0
600481.XSHG,600481,双良节能,SLJN,XSHG,E,L,2003-04-22,CNY,CNE000001DW2,1001.0
600482.XSHG,600482,风帆股份,FFGF,XSHG,E,L,2004-07-14,CNY,CNE000001KB1,1677.0
600483.XSHG,600483,福能股份,FJNF,XSHG,E,L,2004-05-31,CNY,CNE000001HV5,1002.0
600485.XSHG,600485,信威集团,XWJT,XSHG,E,L,2003-08-07,CNY,CNE000001FK2,1003.0
600486.XSHG,600486,扬农化工,YNHG,XSHG,E,L,2002-04-25,CNY,CNE000001B66,1004.0
600487.XSHG,600487,亨通光电,HTGD,XSHG,E,L,2003-08-22,CNY,CNE000001FQ9,1005.0
600488.XSHG,600488,天药股份,TYGF,XSHG,E,L,2001-06-18,CNY,CNE000001840,1006.0
600489.XSHG,600489,中金黄金,ZJHJ,XSHG,E,L,2003-08-14,CNY,CNE000001FM8,1007.0
600490.XSHG,600490,鹏欣资源,PXZY,XSHG,E,L,2003-06-26,CNY,CNE000001F54,1008.0
600491.XSHG,600491,龙元建设,LYJS,XSHG,E,L,2004-05-24,CNY,CNE000001HQ5,1009.0
600493.XSHG,600493,凤竹纺织,FZFZ,XSHG,E,L,2004-04-21,CNY,CNE000001HD3,1010.0
600495.XSHG,600495,晋西车轴,JXCZ,XSHG,E,L,2004-05-26,CNY,CNE000001HS1,1011.0
600496.XSHG,600496,精工钢构,JGGG,XSHG,E,L,2002-06-05,CNY,CNE000001BH7,1012.0
600497.XSHG,600497,驰宏锌锗,CHXZ,XSHG,E,L,2004-04-20,CNY,CNE000001HC5,1013.0
600498.XSHG,600498,烽火通信,FHTX,XSHG,E,L,2001-08-23,CNY,CNE0000018P2,1014.0
600499.XSHG,600499,科达洁能,KDJN,XSHG,E,L,2002-10-10,CNY,CNE000001CP8,1015.0
600500.XSHG,600500,中化国际,ZHGJ,XSHG,E,L,2000-03-01,CNY,CNE0000011R3,1016.0
600501.XSHG,600501,航天晨光,HTCG,XSHG,E,L,2001-06-15,CNY,CNE000001857,1017.0
600502.XSHG,600502,安徽水利,AHSL,XSHG,E,L,2003-04-15,CNY,CNE000001DV4,1018.0
600503.XSHG,600503,华丽家族,HLJZ,XSHG,E,L,2002-07-09,CNY,CNE000001BT2,1019.0
600505.XSHG,600505,西昌电力,XCDL,XSHG,E,L,2002-05-30,CNY,CNE000001BF1,1020.0
600506.XSHG,600506,香梨股份,XLGF,XSHG,E,L,2001-12-26,CNY,CNE0000019L9,1021.0
600507.XSHG,600507,方大特钢,FDTG,XSHG,E,L,2003-09-30,CNY,CNE000001G04,1022.0
600508.XSHG,600508,上海能源,SHNY,XSHG,E,L,2001-08-29,CNY,CNE000001915,1023.0
600509.XSHG,600509,天富能源,TFRD,XSHG,E,L,2002-02-28,CNY,CNE0000019W6,1024.0
600510.XSHG,600510,黑牡丹,HMD,XSHG,E,L,2002-06-18,CNY,CNE000001BL9,1025.0
600511.XSHG,600511,国药股份,GYGF,XSHG,E,L,2002-11-27,CNY,CNE000001D56,1026.0
600512.XSHG,600512,腾达建设,TDJS,XSHG,E,L,2002-12-26,CNY,CNE000001D98,1027.0
600513.XSHG,600513,联环药业,LHYY,XSHG,E,L,2003-03-19,CNY,CNE000001DP6,1028.0
600515.XSHG,600515,海岛建设,HDJS,XSHG,E,L,2002-08-06,CNY,CNE000001C32,1029.0
600516.XSHG,600516,方大炭素,FDTS,XSHG,E,L,2002-08-30,CNY,CNE000001CC6,1030.0
600517.XSHG,600517,置信电气,ZXDQ,XSHG,E,L,2003-10-10,CNY,CNE000001G20,1031.0
600518.XSHG,600518,康美药业,KMYY,XSHG,E,L,2001-03-19,CNY,CNE0000017M1,1032.0
600519.XSHG,600519,贵州茅台,GZMT,XSHG,E,L,2001-08-27,CNY,CNE0000018R8,1033.0
600520.XSHG,600520,中发科技,ZFKJ,XSHG,E,L,2002-01-08,CNY,CNE0000019N5,1034.0
600521.XSHG,600521,华海药业,HHYY,XSHG,E,L,2003-03-04,CNY,CNE000001DL5,1035.0
600522.XSHG,600522,中天科技,ZTKJ,XSHG,E,L,2002-10-24,CNY,CNE000001CW4,1036.0
600523.XSHG,600523,贵航股份,GHGF,XSHG,E,L,2001-12-27,CNY,CNE0000019K1,1037.0
600525.XSHG,600525,长园集团,CYJT,XSHG,E,L,2002-12-02,CNY,CNE000001D64,1038.0
600526.XSHG,600526,菲达环保,FDHB,XSHG,E,L,2002-07-22,CNY,CNE000001BZ9,1039.0
600527.XSHG,600527,江南高纤,JNGX,XSHG,E,L,2003-11-27,CNY,CNE000001G95,1040.0
600528.XSHG,600528,中铁二局,ZTEJ,XSHG,E,L,2001-05-28,CNY,CNE0000017Z3,1041.0
600529.XSHG,600529,山东药玻,SDYB,XSHG,E,L,2002-06-03,CNY,CNE000001BG9,1042.0
600530.XSHG,600530,交大昂立,JDAL,XSHG,E,L,2001-07-02,CNY,CNE000001899,1043.0
600531.XSHG,600531,豫光金铅,YGJQ,XSHG,E,L,2002-07-30,CNY,CNE000001C16,1044.0
600532.XSHG,600532,宏达矿业,HDKY,XSHG,E,L,2002-10-31,CNY,CNE000001CY0,1045.0
600533.XSHG,600533,栖霞建设,QXJS,XSHG,E,L,2002-03-28,CNY,CNE000001B09,1046.0
600535.XSHG,600535,天士力,TSL,XSHG,E,L,2002-08-23,CNY,CNE000001C81,1047.0
600536.XSHG,600536,中国软件,ZGRJ,XSHG,E,L,2002-05-17,CNY,CNE000001BB0,1048.0
600537.XSHG,600537,亿晶光电,YJGD,XSHG,E,L,2003-01-23,CNY,CNE000001DF7,1049.0
600538.XSHG,600538,国发股份,GFGF,XSHG,E,L,2003-01-14,CNY,CNE000001DD2,1050.0
600539.XSHG,600539,*ST狮头,*STST,XSHG,E,L,2001-08-24,CNY,CNE0000018W8,1051.0
600540.XSHG,600540,新赛股份,XSGF,XSHG,E,L,2004-01-07,CNY,CNE000001GH6,1052.0
600543.XSHG,600543,莫高股份,MGGF,XSHG,E,L,2004-03-24,CNY,CNE000001H11,1053.0
600545.XSHG,600545,新疆城建,XJCJ,XSHG,E,L,2003-12-03,CNY,CNE000001GB9,1054.0
600546.XSHG,600546,山煤国际,SMGJ,XSHG,E,L,2003-07-31,CNY,CNE000001FH8,1055.0
600547.XSHG,600547,山东黄金,SDHJ,XSHG,E,L,2003-08-28,CNY,CNE000001FR7,1056.0
600548.XSHG,600548,深高速,SGS,XSHG,E,L,2001-12-25,CNY,CNE0000019G9,1057.0
600549.XSHG,600549,厦门钨业,XMWY,XSHG,E,L,2002-11-07,CNY,CNE000001D15,1058.0
600550.XSHG,600550,保变电气,BBDQ,XSHG,E,L,2001-02-28,CNY,CNE000001758,1059.0
600551.XSHG,600551,时代出版,SDCB,XSHG,E,L,2002-09-05,CNY,CNE000001CD4,1060.0
600552.XSHG,600552,方兴科技,FXKJ,XSHG,E,L,2002-11-08,CNY,CNE000001D07,1061.0
600555.XSHG,600555,九龙山,JLS,XSHG,E,L,2001-03-28,CNY,CNE0000017Q2,1063.0
600556.XSHG,600556,慧球科技,BSYY,XSHG,E,L,2001-08-07,CNY,CNE0000018Q0,1064.0
600557.XSHG,600557,康缘药业,KYYY,XSHG,E,L,2002-09-18,CNY,CNE000001CL7,1065.0
600558.XSHG,600558,大西洋,DXY,XSHG,E,L,2001-02-27,CNY,CNE0000017F5,1066.0
600559.XSHG,600559,老白干酒,LBGJ,XSHG,E,L,2002-10-29,CNY,CNE000001CX2,1067.0
600560.XSHG,600560,金自天正,JZTZ,XSHG,E,L,2002-09-19,CNY,CNE000001CK9,1068.0
600561.XSHG,600561,江西长运,JXCY,XSHG,E,L,2002-07-16,CNY,CNE000001BW6,1069.0
600562.XSHG,600562,国睿科技,GRKJ,XSHG,E,L,2003-01-28,CNY,CNE000001DG5,1070.0
600563.XSHG,600563,法拉电子,FLDZ,XSHG,E,L,2002-12-10,CNY,CNE000001D72,1071.0
600565.XSHG,600565,迪马股份,DMGF,XSHG,E,L,2002-07-23,CNY,CNE000001C08,1072.0
600566.XSHG,600566,济川药业,JCYY,XSHG,E,L,2001-08-22,CNY,CNE0000018X6,1073.0
600567.XSHG,600567,山鹰纸业,SYZY,XSHG,E,L,2001-12-18,CNY,CNE0000019B0,1074.0
600568.XSHG,600568,中珠控股,ZZKG,XSHG,E,L,2001-05-18,CNY,CNE0000017X8,1075.0
600569.XSHG,600569,安阳钢铁,AYGT,XSHG,E,L,2001-08-20,CNY,CNE0000018Y4,1076.0
600570.XSHG,600570,恒生电子,HSDZ,XSHG,E,L,2003-12-16,CNY,CNE000001GD5,1077.0
600571.XSHG,600571,信雅达,XYD,XSHG,E,L,2002-11-01,CNY,CNE000001CZ7,1078.0
600572.XSHG,600572,康恩贝,KEB,XSHG,E,L,2004-04-12,CNY,CNE000001H86,1079.0
600573.XSHG,600573,惠泉啤酒,HQPJ,XSHG,E,L,2003-02-26,CNY,CNE000001DK7,1080.0
600575.XSHG,600575,皖江物流,WJWL,XSHG,E,L,2003-03-28,CNY,CNE000001DR2,1081.0
600576.XSHG,600576,万家文化,WJWH,XSHG,E,L,2003-02-20,CNY,CNE000001DJ9,1082.0
600577.XSHG,600577,精达股份,JDGF,XSHG,E,L,2002-09-11,CNY,CNE000001CG7,1083.0
600578.XSHG,600578,京能电力,JNDL,XSHG,E,L,2002-05-10,CNY,CNE000001B82,1084.0
600579.XSHG,600579,天华院,THY,XSHG,E,L,2002-08-09,CNY,CNE000001C40,1085.0
600580.XSHG,600580,卧龙电气,WLDQ,XSHG,E,L,2002-06-06,CNY,CNE000001BJ3,1086.0
600581.XSHG,600581,八一钢铁,BYGT,XSHG,E,L,2002-08-16,CNY,CNE000001C65,1087.0
600582.XSHG,600582,天地科技,TDKJ,XSHG,E,L,2002-05-15,CNY,CNE000001B90,1088.0
600583.XSHG,600583,海油工程,HYGC,XSHG,E,L,2002-02-05,CNY,CNE0000019T2,1089.0
600584.XSHG,600584,长电科技,CDKJ,XSHG,E,L,2003-06-03,CNY,CNE000001F05,1090.0
600585.XSHG,600585,海螺水泥,HLSN,XSHG,E,L,2002-02-07,CNY,CNE0000019V8,1091.0
600586.XSHG,600586,金晶科技,JJKJ,XSHG,E,L,2002-08-15,CNY,CNE000001C57,1092.0
600587.XSHG,600587,新华医疗,XHYL,XSHG,E,L,2002-09-27,CNY,CNE000001CN3,1093.0
600588.XSHG,600588,用友网络,YYWL,XSHG,E,L,2001-05-18,CNY,CNE0000017Y6,1094.0
600589.XSHG,600589,广东榕泰,GDRT,XSHG,E,L,2001-06-12,CNY,CNE000001865,1095.0
600590.XSHG,600590,泰豪科技,THKJ,XSHG,E,L,2002-07-03,CNY,CNE000001BS4,1096.0
600592.XSHG,600592,龙溪股份,LXGF,XSHG,E,L,2002-08-05,CNY,CNE000001C24,1098.0
600593.XSHG,600593,大连圣亚,DLSY,XSHG,E,L,2002-07-11,CNY,CNE000001BV8,1099.0
600594.XSHG,600594,益佰制药,YBZY,XSHG,E,L,2004-03-23,CNY,CNE000001H03,1100.0
600595.XSHG,600595,中孚实业,ZFSY,XSHG,E,L,2002-06-26,CNY,CNE000001BQ8,1101.0
600596.XSHG,600596,新安股份,XAGF,XSHG,E,L,2001-09-06,CNY,CNE000001907,1102.0
600597.XSHG,600597,光明乳业,GMRY,XSHG,E,L,2002-08-28,CNY,CNE000001C99,1103.0
600598.XSHG,600598,北大荒,BDH,XSHG,E,L,2002-03-29,CNY,CNE0000019Z9,1104.0
600599.XSHG,600599,熊猫金控,XMJK,XSHG,E,L,2001-08-28,CNY,CNE0000018S6,1105.0
600600.XSHG,600600,青岛啤酒,QDPJ,XSHG,E,L,1993-08-27,CNY,CNE0000009Y3,1106.0
600601.XSHG,600601,方正科技,FZKJ,XSHG,E,L,1990-12-19,CNY,CNE0000001S2,1107.0
600602.XSHG,600602,仪电电子,YDDZ,XSHG,E,L,1990-12-19,CNY,CNE0000001T0,1108.0
600603.XSHG,600603,大洲兴业,DZXY,XSHG,E,L,1992-01-13,CNY,CNE0000002P6,1109.0
600604.XSHG,600604,市北高新,SBGX,XSHG,E,L,1992-03-27,CNY,CNE000000362,1110.0
600605.XSHG,600605,汇通能源,HTNY,XSHG,E,L,1992-03-27,CNY,CNE000000370,1111.0
600606.XSHG,600606,绿地控股,LDKG,XSHG,E,L,1992-03-27,CNY,CNE000000388,1112.0
600608.XSHG,600608,*ST沪科,*STHK,XSHG,E,L,1992-03-27,CNY,CNE0000003B4,1114.0
600609.XSHG,600609,金杯汽车,JBQC,XSHG,E,L,1992-07-24,CNY,CNE0000004N7,1115.0
600610.XSHG,600610,中毅达,ZYD,XSHG,E,L,1992-08-05,CNY,CNE000000503,1116.0
600611.XSHG,600611,大众交通,DZJT,XSHG,E,L,1992-08-07,CNY,CNE000000511,1117.0
600612.XSHG,600612,老凤祥,LFX,XSHG,E,L,1992-08-14,CNY,CNE000000537,1118.0
600613.XSHG,600613,神奇制药,SQZY,XSHG,E,L,1992-08-20,CNY,CNE000000453,1119.0
600614.XSHG,600614,鼎立股份,DLGF,XSHG,E,L,1992-08-28,CNY,CNE000000552,1120.0
600615.XSHG,600615,丰华股份,FHGF,XSHG,E,L,1992-09-10,CNY,CNE0000005B9,1121.0
600616.XSHG,600616,金枫酒业,JFJY,XSHG,E,L,1992-09-29,CNY,CNE0000005G8,1122.0
600617.XSHG,600617,国新能源,LHHX,XSHG,E,L,1992-10-13,CNY,CNE0000005L8,1123.0
600618.XSHG,600618,氯碱化工,LJHG,XSHG,E,L,1992-11-13,CNY,CNE0000005Z8,1124.0
600619.XSHG,600619,海立股份,HLGF,XSHG,E,L,1992-11-16,CNY,CNE000000602,1125.0
600620.XSHG,600620,天宸股份,TCGF,XSHG,E,L,1992-11-17,CNY,CNE000000610,1126.0
600621.XSHG,600621,华鑫股份,HXGF,XSHG,E,L,1992-12-02,CNY,CNE0000006D3,1127.0
600622.XSHG,600622,嘉宝集团,JBJT,XSHG,E,L,1992-12-03,CNY,CNE0000006F8,1128.0
600623.XSHG,600623,双钱股份,SQGF,XSHG,E,L,1992-12-04,CNY,CNE0000006G6,1129.0
600624.XSHG,600624,复旦复华,FDFH,XSHG,E,L,1993-01-05,CNY,CNE0000006S1,1130.0
600626.XSHG,600626,申达股份,SDGF,XSHG,E,L,1993-01-07,CNY,CNE0000003R0,1132.0
600628.XSHG,600628,新世界,XSJ,XSHG,E,L,1993-01-19,CNY,CNE0000006X1,1134.0
600629.XSHG,600629,华建集团,HJJT,XSHG,E,L,1993-02-09,CNY,CNE000000784,1135.0
600630.XSHG,600630,龙头股份,LTGF,XSHG,E,L,1993-02-09,CNY,CNE000000792,1136.0
600633.XSHG,600633,浙报传媒,ZBCM,XSHG,E,L,1993-03-04,CNY,CNE0000007X9,1139.0
600634.XSHG,600634,中技控股,ZJKG,XSHG,E,L,1993-03-04,CNY,CNE0000003Z3,1140.0
600635.XSHG,600635,大众公用,DZGY,XSHG,E,L,1993-03-04,CNY,CNE0000007Y7,1141.0
600636.XSHG,600636,三爱富,SAF,XSHG,E,L,1993-03-16,CNY,CNE0000004Y4,1142.0
600637.XSHG,600637,东方明珠,DFMZ,XSHG,E,L,1993-03-16,CNY,CNE0000004Z1,1143.0
600638.XSHG,600638,新黄浦,XHP,XSHG,E,L,1993-03-26,CNY,CNE0000005M6,1144.0
600639.XSHG,600639,浦东金桥,PDJQ,XSHG,E,L,1993-03-26,CNY,CNE000000404,1145.0
600640.XSHG,600640,号百控股,HBKG,XSHG,E,L,1993-04-07,CNY,CNE0000005N4,1146.0
600641.XSHG,600641,万业企业,WYQY,XSHG,E,L,1993-04-07,CNY,CNE0000008P3,1147.0
600642.XSHG,600642,申能股份,SNGF,XSHG,E,L,1993-04-16,CNY,CNE0000005Q7,1148.0
600643.XSHG,600643,爱建集团,AJJT,XSHG,E,L,1993-04-26,CNY,CNE0000008S7,1149.0
600644.XSHG,600644,*ST乐电,*STLD,XSHG,E,L,1993-04-26,CNY,CNE0000008T5,1150.0
600645.XSHG,600645,中源协和,ZYXH,XSHG,E,L,1993-05-04,CNY,CNE000000545,1151.0
600647.XSHG,600647,同达创业,TDCY,XSHG,E,L,1993-05-04,CNY,CNE000000495,1153.0
600648.XSHG,600648,外高桥,WGQ,XSHG,E,L,1993-05-04,CNY,CNE000000438,1154.0
600649.XSHG,600649,城投控股,CTKG,XSHG,E,L,1993-05-18,CNY,CNE0000005R5,1155.0
600650.XSHG,600650,锦江投资,JJTZ,XSHG,E,L,1993-06-07,CNY,CNE0000004M9,1156.0
600651.XSHG,600651,飞乐音响,FLYX,XSHG,E,L,1990-12-19,CNY,CNE0000001V6,1157.0
600652.XSHG,600652,游久游戏,YJYX,XSHG,E,L,1990-12-19,CNY,CNE0000001W4,1158.0
600653.XSHG,600653,申华控股,SHKG,XSHG,E,L,1990-12-19,CNY,CNE0000001X2,1159.0
600654.XSHG,600654,中安消,ZAX,XSHG,E,L,1990-12-19,CNY,CNE0000001Y0,1160.0
600655.XSHG,600655,豫园商城,YYSC,XSHG,E,L,1992-09-02,CNY,CNE000000594,1161.0
600657.XSHG,600657,信达地产,XDDC,XSHG,E,L,1993-05-24,CNY,CNE000000966,1163.0
600658.XSHG,600658,电子城,DZC,XSHG,E,L,1993-05-24,CNY,CNE000000974,1164.0
600660.XSHG,600660,福耀玻璃,FYBL,XSHG,E,L,1993-06-10,CNY,CNE000000230,1166.0
600661.XSHG,600661,新南洋,XNY,XSHG,E,L,1993-06-14,CNY,CNE0000005P9,1167.0
600662.XSHG,600662,强生控股,QSKG,XSHG,E,L,1993-06-14,CNY,CNE0000002W2,1168.0
600663.XSHG,600663,陆家嘴,LJZ,XSHG,E,L,1993-06-28,CNY,CNE0000009S5,1169.0
600664.XSHG,600664,哈药股份,HYGF,XSHG,E,L,1993-06-29,CNY,CNE0000009T3,1170.0
600665.XSHG,600665,天地源,TDY,XSHG,E,L,1993-07-09,CNY,CNE0000009W7,1171.0
600666.XSHG,600666,奥瑞德,ARD,XSHG,E,L,1993-07-12,CNY,CNE0000003S8,1172.0
600667.XSHG,600667,太极实业,TJSY,XSHG,E,L,1993-07-28,CNY,CNE000000B00,1173.0
600668.XSHG,600668,尖峰集团,JFJT,XSHG,E,L,1993-07-28,CNY,CNE000000B18,1174.0
600671.XSHG,600671,天目药业,TMYY,XSHG,E,L,1993-08-23,CNY,CNE000000BF3,1177.0
600673.XSHG,600673,东阳光科,DYGK,XSHG,E,L,1993-09-17,CNY,CNE000000BL1,1179.0
600674.XSHG,600674,川投能源,CTNY,XSHG,E,L,1993-09-24,CNY,CNE000000BQ0,1180.0
600675.XSHG,600675,中华企业,ZHQY,XSHG,E,L,1993-09-24,CNY,CNE000000B42,1181.0
600676.XSHG,600676,交运股份,JYGF,XSHG,E,L,1993-09-28,CNY,CNE000000B59,1182.0
600677.XSHG,600677,航天通信,HTTX,XSHG,E,L,1993-09-28,CNY,CNE000000BS6,1183.0
600678.XSHG,600678,四川金顶,SCJD,XSHG,E,L,1993-10-08,CNY,CNE000000BZ1,1184.0
600679.XSHG,600679,金山开发,JSKF,XSHG,E,L,1993-10-08,CNY,CNE000000B26,1185.0
600680.XSHG,600680,上海普天,SHPT,XSHG,E,L,1993-10-18,CNY,CNE000000CW6,1186.0
600681.XSHG,600681,万鸿集团,WHJT,XSHG,E,L,1993-10-18,CNY,CNE0000003J7,1187.0
600682.XSHG,600682,南京新百,NJXB,XSHG,E,L,1993-10-18,CNY,CNE000000CX4,1188.0
600683.XSHG,600683,京投银泰,JTYT,XSHG,E,L,1993-10-25,CNY,CNE000000BR8,1189.0
600684.XSHG,600684,珠江实业,ZJSY,XSHG,E,L,1993-10-28,CNY,CNE000000BN7,1190.0
600685.XSHG,600685,中船防务,ZCFW,XSHG,E,L,1993-10-28,CNY,CNE000000BP2,1191.0
600686.XSHG,600686,金龙汽车,JLQC,XSHG,E,L,1993-11-08,CNY,CNE000000479,1192.0
600687.XSHG,600687,刚泰控股,GTKG,XSHG,E,L,1993-11-08,CNY,CNE000000487,1193.0
600688.XSHG,600688,上海石化,SHSH,XSHG,E,L,1993-11-08,CNY,CNE000000BB2,1194.0
600689.XSHG,600689,上海三毛,SHSM,XSHG,E,L,1993-11-08,CNY,CNE000000B67,1195.0
600690.XSHG,600690,青岛海尔,QDHE,XSHG,E,L,1993-11-19,CNY,CNE000000CG9,1196.0
600691.XSHG,600691,*ST阳化,STYH,XSHG,E,L,1993-11-19,CNY,CNE000000DR4,1197.0
600692.XSHG,600692,亚通股份,YTGF,XSHG,E,L,1993-11-19,CNY,CNE000000BH9,1198.0
600693.XSHG,600693,东百集团,DBJT,XSHG,E,L,1993-11-22,CNY,CNE000000CN5,1199.0
600694.XSHG,600694,大商股份,DSGF,XSHG,E,L,1993-11-22,CNY,CNE000000DW4,1200.0
600695.XSHG,600695,绿庭投资,LTTZ,XSHG,E,L,1993-11-22,CNY,CNE000000BD8,1201.0
600696.XSHG,600696,匹凸匹,PTP,XSHG,E,L,1993-12-06,CNY,CNE000000CP0,1202.0
600697.XSHG,600697,欧亚集团,OYJT,XSHG,E,L,1993-12-06,CNY,CNE000000F71,1203.0
600698.XSHG,600698,湖南天雁,HNTY,XSHG,E,L,1993-12-06,CNY,CNE000000CT2,1204.0
600699.XSHG,600699,均胜电子,JSDZ,XSHG,E,L,1993-12-06,CNY,CNE000000DJ1,1205.0
600701.XSHG,600701,工大高新,GDGX,XSHG,E,L,1996-05-28,CNY,CNE000000K74,1207.0
600702.XSHG,600702,沱牌舍得,TPSD,XSHG,E,L,1996-05-24,CNY,CNE000000K90,1208.0
600703.XSHG,600703,三安光电,SAGD,XSHG,E,L,1996-05-28,CNY,CNE000000KB3,1209.0
600704.XSHG,600704,物产中大,WCZD,XSHG,E,L,1996-06-06,CNY,CNE000000KF4,1210.0
600705.XSHG,600705,中航资本,ZHTZ,XSHG,E,L,1996-05-16,CNY,CNE000000KC1,1211.0
600706.XSHG,600706,曲江文旅,QJWL,XSHG,E,L,1996-05-16,CNY,CNE000000KD9,1212.0
600707.XSHG,600707,彩虹股份,CHGF,XSHG,E,L,1996-05-20,CNY,CNE000000KG2,1213.0
600708.XSHG,600708,光明地产,GMDC,XSHG,E,L,1996-06-06,CNY,CNE000000KH0,1214.0
600710.XSHG,600710,*ST常林,*STCL,XSHG,E,L,1996-07-01,CNY,CNE000000KL2,1216.0
600711.XSHG,600711,盛屯矿业,STKY,XSHG,E,L,1996-05-31,CNY,CNE000000KN8,1217.0
600712.XSHG,600712,南宁百货,NNBH,XSHG,E,L,1996-06-26,CNY,CNE000000KP3,1218.0
600713.XSHG,600713,南京医药,NJYY,XSHG,E,L,1996-07-01,CNY,CNE000000KV1,1219.0
600714.XSHG,600714,金瑞矿业,JRKY,XSHG,E,L,1996-06-06,CNY,CNE000000K66,1220.0
600715.XSHG,600715,*ST松辽,*STSL,XSHG,E,L,1996-07-01,CNY,CNE000000KY5,1221.0
600716.XSHG,600716,凤凰股份,FHGF,XSHG,E,L,1996-07-02,CNY,CNE000000L32,1222.0
600717.XSHG,600717,天津港,TJG,XSHG,E,L,1996-06-14,CNY,CNE000000L16,1223.0
600718.XSHG,600718,东软集团,DRJT,XSHG,E,L,1996-06-18,CNY,CNE000000KJ6,1224.0
600719.XSHG,600719,大连热电,DLRD,XSHG,E,L,1996-07-16,CNY,CNE000000L57,1225.0
600720.XSHG,600720,祁连山,QLS,XSHG,E,L,1996-07-16,CNY,CNE000000L65,1226.0
600721.XSHG,600721,百花村,BHC,XSHG,E,L,1996-06-26,CNY,CNE000000KQ1,1227.0
600722.XSHG,600722,*ST金化,*STJH,XSHG,E,L,1996-06-26,CNY,CNE000000KR9,1228.0
600723.XSHG,600723,首商股份,SSGF,XSHG,E,L,1996-07-16,CNY,CNE000000L73,1229.0
600724.XSHG,600724,宁波富达,NBFD,XSHG,E,L,1996-07-16,CNY,CNE000000L81,1230.0
600725.XSHG,600725,云维股份,YWGF,XSHG,E,L,1996-07-02,CNY,CNE000000KW9,1231.0
600726.XSHG,600726,华电能源,HDNY,XSHG,E,L,1996-07-01,CNY,CNE000000KX7,1232.0
